FACIL,REC$TYPE,PROVINCE,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
59,A,71,5,Private for profit,Rural,No,3133145,Health Center,Private/NGO,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,Yes,No,.363636363636364,1,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,Yes,No,No, ,No,5,3,0, , 
60,A,71,5,4,Urban,No,3133145,Health Center,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,No,No,.454545454545455,9,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,No, ,No,No, ,Yes,10,13,4,45,45
61,A,71,Health hut,Government/public,Urban,No,453516,Health Center,Public,No,Yes,Yes,No,Yes,Yes,No,No, ,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,No, ,31,0,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No, ,Yes,8,38,0,22,22
62,A,71,Health centre,Government/public,Urban,Yes,116618,Hospital,Public,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes, ,Yes,No,.545454545454545,108,9,7,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,98,190,0,156,156
63,A,71,Health hut,4,Urban,No,453516,Health Center,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No, ,No,No,.818181818181818,16,0,2,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,30,22,0,36,36
64,A,71,5,Private for profit,Rural,No,3133145,Health Center,Private/NGO,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No, ,No,No,.545454545454545,2,1,0,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No, ,Yes,Yes,Yes,Yes,Yes,Yes,5,4,0,6,6
65,A,71,Health centre,Government/public,Urban,No,116618,Hospital,Public,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes, ,Yes,Yes,.545454545454545,110,0,2,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,130,144,0,244,244
66,A,71,5,Government/public,Rural,No,3133145,Health Center,Public,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,No,.363636363636364,1,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No, ,No, ,No,No, ,Yes,4,1,0,18,18
67,A,71,Health centre,Government/public,Rural,No,116618,Hospital,Public,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No, ,No,No,.727272727272727,8,2,1,3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,29,15,0,142,142
68,A,71,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Yes,Yes,.909090909090909,33,3,3,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,80,64,0,232,232
69,A,71,Health hut,4,Rural,No,453516,Health Center,Private/NGO,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No, ,Yes,No,.636363636363636,2,0,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,58,16,0,133,133
70,A,71,5,Government/public,Rural,No,3133145,Health Center,Public,No,No, ,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.181818181818182,1,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,5,0, , 
71,A,71,5,Private for profit,Rural,No,3133145,Health Center,Private/NGO,No,Yes,No,No,Yes,Yes,No, , , ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,Yes,No,No, ,No,No, ,2,0,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , ,Yes,4,3,0,36,36
72,A,71,Health hut,Government/public,Rural,No,583092,Health Center,Public,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,No,.454545454545455,5,0,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,Yes,No, ,Yes,10,6,0,31,31
73,A,71,Health centre,Government/public,9,9,0,Hospital,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
74,A,71,5,Government/public,Rural,No,3133145,Health Center,Public,No,No, ,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,Yes,No,.545454545454545,6,3,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No,2,11,0, , 
75,A,71,5,Private for profit,Rural,No,3133145,Health Center,Private/NGO,No,Yes, ,Yes,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No, ,Yes,No,.363636363636364,3,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,6,3,0,4,4
76,A,71,Health centre,Government/public,Urban,No,116618,Hospital,Public,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.545454545454545,30,0,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,No,Yes,14,41,3,129,129
77,A,71,Health post,NGO/ Private not for profit,Urban,No,481050,Hospital,Private/NGO,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,Yes,No,Yes, ,Yes,Yes,.727272727272727,20,0,0,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,35,25,0,69,69
78,A,71,Health centre,NGO/ Private not for profit,Urban,No,116618,Hospital,Private/NGO,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, ,Yes,Yes,.636363636363636,28,1,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,No,Yes,100,46,0,9998,9998
79,A,71,Health centre,Government/public,Urban,No,116618,Hospital,Public,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,Yes,.545454545454545,254,28,24,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,607,893,5,267,267
80,A,71,5,Private for profit,Urban,No,3133145,Health Center,Private/NGO,Yes,No, ,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes, , , , ,No,No,No, ,Yes,No,.454545454545455,6,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No, ,No,No, ,Yes,6,9,2,3,3
81,A,71,Health post,Private for profit,Urban,No,481050,Hospital,Private/NGO,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,.727272727272727,22,0,2,1,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,28,42,9,30,30
82,A,71,Health post,Private for profit,Urban,No,481050,Hospital,Private/NGO,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,Yes,.363636363636364,32,3,6,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,No,Yes,19,72,10,89,89
83,A,71,Health post,Private for profit,Urban,No,481050,Hospital,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.909090909090909,22,1,4,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No, ,No,Yes,Yes,Yes,27,40,5,9998,9998
84,A,71,Health post,Private for profit,Urban,No,481050,Hospital,Private/NGO,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes, ,No,No,.545454545454545,16,4,2,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,15,43,0,9998,9998
85,A,71,5,Private for profit,Urban,No,3133145,Health Center,Private/NGO,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.909090909090909,26,0,5,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,21,39,8,46,46
86,A,71,5,4,Urban,No,3133145,Health Center,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,No,No,.545454545454545,11,1,1,1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,No, ,Yes,15,19,0,75,75
87,A,71,Health hut,Government/public,Rural,No,233237,Health Center,Public,Yes,No,Yes,Yes,Yes,Yes,No,No, ,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,Yes,No,Yes, ,Yes,Yes, ,4,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,30,18,0,46,46
88,A,71,5,Government/public,9,9,0,Health Center,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89,A,71,Health hut,Government/public,Rural,No,453516,Health Center,Public,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,No,Yes,.727272727272727,2,0,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,12,0,52,52
90,A,71,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No,Yes,No,Yes,Yes,No,Yes, ,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No, ,Yes, , ,15,1,0,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,23,19,0,119,119
91,A,71,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes, ,No,No,.545454545454545,7,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,69,29,0,72,72
92,A,71,Health hut,Government/public,Rural,No,3133145,Health Center,Public,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,Yes,.636363636363636,4,0,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,10,0,108,108
93,A,71,5,Private for profit,Urban,No,3133145,Health Center,Private/NGO,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,Yes,No,.636363636363636,10,1,1,1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,Yes,Yes,Yes,Yes,13,15,0,35,35
94,A,71,Health post,Private for profit,Urban,No,481050,Hospital,Private/NGO,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No, ,No,No,.363636363636364,4,0,1,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No, ,Yes,20,6,0,9998,9998
95,A,71,Health hut,Private for profit,Urban,No,453516,Health Center,Private/NGO,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes, ,Yes,Yes,.454545454545455,19,4,4,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No, ,No,No, ,Yes,40,37,1,93,93
96,A,71,Health hut,Government/public,Urban,No,453516,Health Center,Public,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,No,No,.545454545454545,52,0,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,11,66,0,9998,9998
97,A,71,Health centre,NGO/ Private not for profit,Urban,No,116618,Hospital,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.818181818181818,78,6,12,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,167,203,0,90,90
98,A,71,5,Private for profit,Urban,No,3133145,Health Center,Private/NGO,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,No,.545454545454545,3,0,0,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No, ,No, ,No,No, ,Yes,3,5,0,7,7
99,A,71,Health centre,Government/public,Urban,No,481050,Hospital,Public,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes, ,Yes,Yes,.727272727272727,84,13,10,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,95,140,16,9998,9998
100,A,71,Health centre,Private for profit,Urban,No,116618,Hospital,Private/NGO,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, ,No,Yes,.545454545454545,47,0,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,No, ,Yes,257,66,0,339,339
101,A,71,Health centre,Government/public,Rural,No,233237,Hospital,Public,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,Yes,.636363636363636,24,5,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,75,48,1,232,232
102,A,71,5,Private for profit,Urban,No,3133145,Health Center,Private/NGO,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.454545454545455,5,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,No,No, ,Yes,18,6,1,28,28
103,A,71,Health centre,Government/public,Urban,No,116618,Hospital,Public,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,No,No,.727272727272727,74,0,4,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,27,86,0,64,64
104,A,71,Health hut,Private for profit,Urban,No,453516,Health Center,Private/NGO,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No, ,Yes,No,.636363636363636,7,0,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,15,10,0,40,40
105,A,71,5,Private for profit,Urban,No,3133145,Health Center,Private/NGO,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.454545454545455,4,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No, ,Yes,12,7,1,21,21
106,A,71,5,Private for profit,Rural,No,3133145,Health Center,Private/NGO,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,No,.545454545454545,5,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,6,6,2,17,17
107,A,71,5,Private for profit,Rural,No,3133145,Health Center,Private/NGO,No,No,Yes,Yes,Yes,Yes, , , , ,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No, ,Yes,No, ,4,0,0,0,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No, ,No, , ,Yes,3,5,1,3,3
108,A,71,Health hut,Private for profit,Urban,No,453516,Health Center,Private/NGO,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No, ,No,No,.272727272727273,7,3,2,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No, ,Yes,12,18,0,32,32
109,A,71,5,Private for profit,Urban,No,3133145,Health Center,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,Yes,Yes,.454545454545455,8,1,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,No, ,Yes,12,14,0,17,17
110,A,71,Health centre,Government/public,Rural,No,116618,Hospital,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No, ,Yes,Yes,.545454545454545,30,1,3,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,64,58,2,136,136
111,A,71,Health hut,Government/public,Urban,No,116618,Health Center,Public,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,No,No,.545454545454545,25,3,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,No,2,34,0, , 
112,A,71,5,Private for profit,Urban,No,3133145,Health Center,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.454545454545455,7,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,12,12,0,52,52
113,A,71,Health post,Private for profit,Urban,No,481050,Hospital,Private/NGO,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No, ,Yes,Yes,.363636363636364,12,2,4,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No, ,Yes,42,32,2,32,32
114,A,71,5,Private for profit,Urban,No,3133145,Health Center,Private/NGO,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No, ,Yes,No,.181818181818182,4,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No, ,Yes,No,No,No, ,Yes,10,5,1,19,19
115,A,71,Health centre,Government/public,Urban,No,233237,Hospital,Public,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No, ,No, ,.363636363636364,115,3,11,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No, ,Yes,No, ,Yes,82,168,6,92,92
