FACIL,REC$TYPE,REGION,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,normdelivery,TBservice,NCDService,diagnostic,bloodtyping,transfusion,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
10064,A,Barisal,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,132877,Hospital,Public,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,.545454545454545,0,7,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,31,19,0,313,313
10065,A,Barisal,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10066,A,Barisal,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Urban,No,249430,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.0909090909090909,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No, ,No, ,0,0, , 
10067,A,Barisal,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,249430,Health Center/post,Public,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.181818181818182,0,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No, ,No, ,1,0, , 
10068,A,Barisal,Community Clinic,Government/Public (MOHFW),Rural,No,1990769,Health Center/post,Public,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.181818181818182,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No, ,No, ,1,0, , 
10069,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,415845,Health Center/post,Public,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,0,0,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No, ,No, ,7,0, , 
10070,A,Barisal,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,195819,Health Center/post,Public,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.181818181818182,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No, ,No, ,4,0, , 
10071,A,Barisal,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,195819,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No, ,No, ,4,0, , 
10072,A,Barisal,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,249430,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No, , , ,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No, , ,No, ,6,0, , 
10073,A,Barisal,Community Clinic,Government/Public (MOHFW),Rural,No,1990769,Health Center/post,Public,No,No,Yes,No,No,Yes,Yes,No,No, ,No,No,No,No,No,No,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No, , ,No, ,3,0, , 
10074,A,Barisal,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,195819,Health Center/post,Public,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes, ,No,No,No,No,No,No, ,No,No,.545454545454545,0,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No, ,Yes,1,3,0,3,3
10075,A,Barisal,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,249430,Health Center/post,Public,Yes,Yes,No,Yes,Yes,No,No,No,No, ,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, , ,No, ,1,0, , 
10076,A,Barisal,Community Clinic,Government/Public (MOHFW),Rural,No,1990769,Health Center/post,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,Yes, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No, , ,No, ,3,0, , 
10077,A,Barisal,Community Clinic,Government/Public (MOHFW),Rural,No,1990769,Health Center/post,Public,No,No,Yes,Yes,Yes,Yes,Yes,No,No, ,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No, , ,No, ,3,0, , 
10078,A,Barisal,District Hospital (DH),Government/Public (MOHFW),Urban,No,76929,Hospital,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes, ,Yes,Yes,.545454545454545,3,46,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,90,67,0,2785,2785
10079,A,Barisal,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Urban,No,76929,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,Yes,No,Yes, ,Yes,Yes,.545454545454545,0,2,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, ,Yes,0,6,0,62,62
10080,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,Yes,No,No, ,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, , ,No, ,2,0, , 
10081,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.636363636363636,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No, ,No, ,0,0, , 
10082,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No, ,No, ,2,0, , 
10083,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,Yes,No,No,Yes,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No, ,No,0,2,0, , 
10084,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,0,2,0, , 
10085,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No, ,1,0, , 
10086,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public, ,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No, ,1,0, , 
10087,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,Yes,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No, ,2,0, , 
10088,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,No,Yes,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No, ,No,0,2,0, , 
10089,A,Barisal,Community Clinic,Government/Public (MOHFW),Rural,No,1990769,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,No, ,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes, , ,No, ,3,0, , 
10090,A,Barisal,NGO Clinic (other than Smiling Sun Clinics),NGO,Urban,No,147703,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,No,.454545454545455,0,2,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,0,2,0, , 
10091,A,Barisal,Privtate Hospital (with >20 beds),Private for Profit,Urban,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10092,A,Barisal,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,Yes,76929,Hospital,Public,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No, ,Yes,Yes,.909090909090909,0,13,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50,28,0,717,717
10093,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No, ,2,0, , 
10094,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,No, ,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, , ,No, ,1,0, , 
10095,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10096,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, ,No, ,2,0, , 
10097,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No, ,No, ,1,0, , 
10098,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,Yes,Yes,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No, ,Yes,0,3,0,17,17
10099,A,Barisal,Community Clinic,Government/Public (MOHFW),Rural,No,1990769,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No, , ,No,No,No,No,No,No,No,Yes,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No, ,No, ,3,0, , 
10100,A,Barisal,NGO Clinic (other than Smiling Sun Clinics),NGO,Urban,No,147703,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,No,Yes,.545454545454545,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No, ,No, ,2,0, , 
10101,A,Barisal,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,76929,Hospital,Public,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes, ,No,Yes,No,No,No,Yes, ,Yes,Yes,.363636363636364,0,13,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,39,40,0,1075,1075
10102,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.545454545454545,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No, ,1,0, , 
10103,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,No,No,No,No,.545454545454545,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No, ,1,0, , 
10104,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.545454545454545,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No, ,No, ,1,0, , 
10105,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,0,1,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No, ,2,0, , 
10106,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10107,A,Barisal,Community Clinic,Government/Public (MOHFW),Rural,No,1990769,Health Center/post,Public,Yes,No,No,Yes,Yes,No,No,No,No, ,No,Yes,No,Yes,No,No,No,No,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes, , ,No, ,2,0, , 
10108,A,Barisal,Community Clinic,Government/Public (MOHFW),Rural,No,1990769,Health Center/post,Public,Yes,No,No,Yes,No,No,Yes,No,No, ,No,Yes,No,Yes,No,No,No,No,Yes,No, , ,Yes,No,No,No,No,No,Yes,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes, , ,No, ,2,0, , 
10109,A,Barisal,Community Clinic,Government/Public (MOHFW),Rural,No,1990769,Health Center/post,Public,Yes,No,No,Yes,Yes,No,Yes,No,No, ,No,No,No,Yes,No,No,No,Yes,Yes,No, , , , ,No,No,No,No,Yes,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes, , ,No, ,3,0, , 
10110,A,Barisal,NGO Clinic (other than Smiling Sun Clinics),NGO,Urban,No,147703,Health Center/post,Private/NGO,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,1,0,0,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, ,No, ,2,0, , 
10111,A,Barisal,NGO Hospital,NGO,Rural,No,76929,Health Center/post,Private/NGO,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.727272727272727,0,0,1,1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,20,27,0,400,400
10112,A,Barisal,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,Yes,76929,Hospital,Public,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.909090909090909,0,13,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,50,18,0,375,375
10113,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No, ,No, ,1,0, , 
10114,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No, ,No, ,1,0, , 
10115,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No, ,No, ,1,0, , 
10116,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,Yes,113542,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No, ,No, ,1,0, , 
10117,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No, ,No, ,1,0, , 
10118,A,Barisal,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10119,A,Barisal,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,Yes,76929,Hospital,Public,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.727272727272727,0,24,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,50,30,0,814,814
10120,A,Barisal,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Urban,No,76929,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,No,No,No,No,.818181818181818,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No, ,No, ,3,0, , 
10121,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No, ,No, ,2,0, , 
10122,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, ,No, ,2,0, , 
10123,A,Barisal,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,113542,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No, ,No, ,2,0, , 
10124,A,Barisal,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,85171,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,Yes,No,No,No,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, ,No, ,2,0, , 
10125,A,Barisal,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,85171,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.636363636363636,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No, ,No, ,2,0, , 
10126,A,Barisal,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,85171,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,Yes,No,No,No,No,Yes,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No, ,No, ,2,0, , 
10127,A,Barisal,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,85171,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes, , , , ,Yes,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No, ,No, ,1,0, , 
10128,A,Barisal,Community Clinic,Government/Public (MOHFW),Rural,No,1990769,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No, ,No, ,1,0, , 
10129,A,Barisal,Community Clinic,Government/Public (MOHFW),Rural,No,1990769,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No, ,No, ,1,0, , 
10130,A,Barisal,Upzila Health Complex (UHC),Government/Public (MOHFW),Rural,No,76929,Hospital,Public,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,Yes, ,Yes,Yes,.727272727272727,0,6,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No, ,Yes,26,13,0,273,273
