FACIL,REC$TYPE,DEPART,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
76,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO, ,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,Yes,No, ,4,3,1,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No, ,16,1, , 
77,A,Ouest,Health hut,Private for profit,Urban,No,996044,Hospital,Private/NGO,Yes,No,Yes,No,Yes,No,No,Yes, ,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,Yes, ,20,13,2,5,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No,No, ,Yes,16,45,7,35,35
79,A,Ouest,Health hut,4,Urban,No,996044,Hospital,Private/NGO,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes, ,.818181818181818,19,35,4,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,15,76,7,10,10
80,A,Ouest,Hospital,Government/public,Urban,No,996044,Hospital,Public,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,Yes,No,.363636363636364,63,58,4,13,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,No, ,Yes,75,139,0,0,0
81,A,Ouest,Health hut,Government/public,Urban,No,996044,Hospital,Public, ,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes, ,55,112,8,15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,60,202,8,264,264
82,A,Ouest,6,Government/public,Urban,No,996044,Health Center/post,Public, ,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,Yes,No,No,No,Yes,Yes,No, ,7,15,2,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No, ,No,4,38,1, , 
83,A,Ouest,6,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO, ,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,No,Yes,Yes,No,No,No,No,Yes,Yes, ,4,3,1,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No, ,10,2, , 
84,A,Ouest,Health hut,Private for profit,Urban,No,996044,Hospital,Private/NGO, ,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,Yes, ,45,96,8,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,50,165,0,448,448
85,A,Ouest,5,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,Yes,No, ,Yes,No,.727272727272727,9,17,4,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,20,51,0,97,97
86,A,Ouest,6,Government/public,Urban,No,996044,Health Center/post,Public, ,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,Yes,No, ,16,10,0,3,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No, ,29,0, , 
87,A,Ouest,6,Private for profit,Urban,No,996044,Health Center/post,Private/NGO, ,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No, ,1,3,0,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No, ,5,0, , 
88,A,Ouest,6,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO, ,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,No,No,No, ,1,3,0,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No, ,5,0, , 
89,A,Ouest,6,4,Urban,No,996044,Health Center/post,Private/NGO, ,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,No,Yes,No, ,1,4,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No, ,11,0, , 
91,A,Ouest,6,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,Yes,Yes, ,Yes,Yes,.636363636363636,8,4,1,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,No, ,Yes,25,15,7,0,0
92,A,Ouest,6,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,No,No,Yes,No,Yes,Yes,No, , , ,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes, ,Yes,Yes,No,Yes,No,No,No,Yes,No, ,2,2,1,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,Yes, , ,No, ,7,2, , 
94,A,Ouest,Health hut,NGO/ Private not for profit,Urban,Yes,996044,Hospital,Private/NGO, ,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes, ,30,169,6,10,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,68,215,0,458,458
95,A,Ouest,Hospital,Government/public,Urban,No,996044,Hospital,Public,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No, ,Yes,No,.454545454545455,27,71,90,106,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,140,303,0,54,54
96,A,Ouest,Health hut,Private for profit,Urban,No,996044,Hospital,Private/NGO,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,No,.454545454545455,35,40,7,10,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No,No, ,Yes,39,95,34,105,105
97,A,Ouest,Health hut,NGO/ Private not for profit,Urban,No,996044,Hospital,Private/NGO, ,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes, , ,9,12,1,5,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,8,28,0,20,20
98,A,Ouest,6,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,.818181818181818,5,5,0,3,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No, ,15,0, , 
99,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO, ,No,Yes,No,No,No,No,No, ,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, ,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, ,2,12,2,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No,2,26,0, , 
101,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No, ,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,Yes,No, , ,No,.727272727272727,2,4,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No, ,Yes,1,6,0,1,1
102,A,Ouest,Health hut,NGO/ Private not for profit,Urban,No,996044,Hospital,Private/NGO,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,Yes, ,Yes,No,.272727272727273,3,7,1,1,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,Yes,10,12,1,12,12
104,A,Ouest,6,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes, ,Yes,No,No,No,No,No,No,Yes,No, ,1,3,1,1,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No, ,Yes, , ,No, ,6,0, , 
105,A,Ouest,Health hut,NGO/ Private not for profit,Urban,No,996044,Hospital,Private/NGO, ,No,Yes,No,Yes,No,No, , , ,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,Yes,No,Yes,Yes, ,10,2,3,12,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No, , ,No, ,28,3, , 
106,A,Ouest,6,Private for profit,Urban,No,996044,Health Center/post,Private/NGO, ,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,No,No,No,No,No,No,Yes,No, ,1,4,0,1,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No, ,No, ,11,0, , 
107,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,No, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,Yes,No,No,Yes,.545454545454545,1,3,1,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,No, ,5,0, , 
108,A,Ouest,6,Private for profit,Urban,No,996044,Health Center/post,Private/NGO, ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,Yes,Yes,No,No, ,2,7,1,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No,5,12,2, , 
109,A,Ouest,6,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No,.454545454545455,1,1,0,1,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No, ,No, ,No,No, ,No, ,3,0, , 
113,A,Ouest,6,Government/public,Urban,No,996044,Health Center/post,Public, ,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,Yes,No, ,7,17,2,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No, ,61,7, , 
116,A,Ouest,6,Government/public,Urban,No,996044,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,Yes,No,No,No,Yes, ,No,.454545454545455,11,24,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No, ,No,1,46,0, , 
117,A,Ouest,6,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,No,Yes,No,.636363636363636,1,3,0,2,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No, ,8,1, , 
119,A,Ouest,6,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,No,No,No,.454545454545455,2,4,1,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No, ,8,2, , 
122,A,Ouest,Health hut,NGO/ Private not for profit,Urban,No,996044,Hospital,Private/NGO,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, ,Yes,Yes,.545454545454545,9,24,3,3,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,20,41,7,35,35
123,A,Ouest,Health hut,Government/public,Urban,No,996044,Hospital,Public,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes, ,Yes,Yes,.909090909090909,68,201,36,15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,132,332,68,148,148
124,A,Ouest,Health hut,NGO/ Private not for profit,Urban,No,996044,Hospital,Private/NGO,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No, ,Yes,Yes,.454545454545455,12,62,6,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No, ,No,No, ,Yes,87,88,0,237,237
125,A,Ouest,Health hut,NGO/ Private not for profit,Urban,No,996044,Hospital,Private/NGO,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,Yes,Yes,.545454545454545,1,1,0,1,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No, ,3,1, , 
126,A,Ouest,6,Private for profit,Urban,No,996044,Health Center/post,Private/NGO, ,No,Yes,No,Yes,No,No,No,No, ,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,Yes,No,No,Yes,Yes, ,2,0,1,0,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No, ,Yes, , ,No, ,4,1, , 
127,A,Ouest,Health hut,NGO/ Private not for profit,Urban,Yes,996044,Hospital,Private/NGO,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.909090909090909,32,94,7,6,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50,156,16,178,178
128,A,Ouest,Health hut,4,Urban,No,996044,Hospital,Private/NGO,Yes,No,Yes,Yes,Yes,Yes, ,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,No,.727272727272727,3,6,4,29,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No, ,Yes,Yes,No,Yes,33,43,0,2,2
129,A,Ouest,6,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,Yes,No,.181818181818182,1,7,1,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No, ,17,0, , 
131,A,Ouest,6,4,Urban,No,996044,Health Center/post,Private/NGO,No,No,No,Yes,Yes,No,Yes, , , ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,Yes,Yes, ,0,3,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No, ,No, ,No, , ,No, ,3,0, , 
132,A,Ouest,6,4,Urban,No,996044,Health Center/post,Private/NGO,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes, ,Yes,No,.363636363636364,7,11,2,6,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No, ,No,No, ,Yes,9,28,5,62,62
133,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,No,.363636363636364,2,9,0,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No, ,Yes,No, ,No,3,13,1, , 
134,A,Ouest,5,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No,No, , , ,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,Yes,Yes,No,Yes,Yes,No, ,1,3,0,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,Yes,No, , ,No,3,13,1, , 
135,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,Yes,No,.272727272727273,3,4,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No, ,17,1, , 
137,A,Ouest,6,Government/public,Urban,No,996044,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes, , , , ,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,6,5,1,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No, , ,No, ,31,0, , 
138,A,Ouest,Health hut,Private for profit,Urban,Yes,996044,Hospital,Private/NGO, ,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, ,No,No,Yes,Yes,Yes, ,Yes,Yes, ,28,28,4,2,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,No,No, ,Yes,25,65,9,118,118
139,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes, ,Yes,Yes,No,Yes,No,No,No,Yes,No,.727272727272727,2,4,2,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,Yes,No, ,No, ,9,1, , 
141,A,Ouest,6,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No, ,Yes,No,.636363636363636,0,2,0,0,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No, ,Yes,4,2,0,9998,9998
143,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,No,No,No,Yes, ,Yes,No,.727272727272727,1,8,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4,15,0,5,5
144,A,Ouest,Health post,Government/public,Urban,No,996044,Hospital,Public,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, ,No,Yes,.454545454545455,23,50,6,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No, ,No,Yes,Yes,Yes,35,88,0,257,257
145,A,Ouest,Hospital,Private for profit,Urban,No,996044,Hospital,Private/NGO,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No, ,Yes,Yes,.909090909090909,18,49,10,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,24,93,0,73,73
146,A,Ouest,6,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,No, ,No,.272727272727273,2,6,0,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,No, ,31,1, , 
147,A,Ouest,6,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,No, ,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes, , , , ,No,No,No,No,Yes,No,.272727272727273,2,4,0,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No, ,No,No, ,No, ,10,0, , 
151,A,Ouest,6,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,No, ,No,No, ,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No, , , , ,No,No,No,No,Yes,No, ,0,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No, , ,No, ,8,0, , 
152,A,Ouest,6,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,.454545454545455,2,7,0,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No, ,No,8,13,6, , 
156,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No,No, , , ,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,Yes,No, ,Yes,No, ,2,1,1,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No, ,No, , ,Yes,6,6,0,2,2
