FACIL,REC$TYPE,REGION,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,normdelivery,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
60231,A,Kolda,Health post,Government/public,Urban,No,826499,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,3,25,0, , 
60232,A,Kolda,Health post,NGO/ Private not for profit,Urban,No,812950,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,No, ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,Yes,Yes,.454545454545455,0,1,0,0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,No,No,No, ,No,1,1,0, , 
60233,A,Kolda,Health post,Government/public,Urban,Yes,826499,Health Center/post,Public,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No, ,No,3,22,0, , 
60234,A,Kolda,Health post,Government/public,Urban,No,826499,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.545454545454545,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3,52,0, , 
60235,A,Kolda,Health post,Government/public,Urban,No,826499,Health Center/post,Public,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,No, ,No,2,10,0, , 
60236,A,Kolda,Health post,Government/public,Urban,No,826499,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No, ,Yes,No,No,No,No,Yes,No,Yes,.454545454545455,0,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,5,21,0, , 
60237,A,Kolda,Health post,Government/public,Urban,No,826499,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No,4,11,0, , 
60238,A,Kolda,Health post,Government/public,Urban,No,826499,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,6,12,0, , 
60239,A,Louga,Health post,Government/public,Rural,No,1036511,Health Center/post,Public,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,Yes,Yes,No,3,33,0, , 
60240,A,Louga,Health post,Government/public,Rural,No,1036511,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.363636363636364,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,No, ,No,4,26,0, , 
60241,A,Louga,Health post,Government/public,Rural,No,1036511,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,Yes,No,No,Yes,No,Yes,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,No, ,No,2,38,0, , 
60242,A,Louga,Health post,Government/public,Rural,No,1036511,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,No, ,No,4,25,0, , 
60243,A,Louga,Health post,Government/public,Urban,Yes,1036511,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,6,29,0, , 
60244,A,Louga,Health post,Government/public,Urban,No,1036511,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,Yes,No,No,Yes,No,Yes,.454545454545455,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No,3,9,0, , 
60245,A,Louga,Health post,Government/public,Urban,No,1036511,Health Center/post,Public,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No, , ,Yes,No,No,No,No,Yes,Yes,Yes,.454545454545455,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,27,0, , 
60246,A,Louga,Health post,Government/public,Urban,Yes,1036511,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.363636363636364,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,No, ,No,5,13,0, , 
60247,A,Louga,Health post,Government/public,Urban,No,1036511,Health Center/post,Public,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.454545454545455,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,26,0, , 
60248,A,Louga,Health post,Government/public,Urban,No,1036511,Health Center/post,Public,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.363636363636364,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No,6,40,0, , 
60249,A,Louga,Health post,Government/public,Urban,No,1036511,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,No,.727272727272727,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,4,6,0, , 
60250,A,Louga,Health post,NGO/ Private not for profit,Urban,No,2520144,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No, , ,Yes,No,No,No,No,No,No,No,.363636363636364,0,1,0,0,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,Yes,No, ,No, ,1,0, , 
60251,A,Louga,Health post,Government/public,Urban,No,1036511,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,4,0, , 
60252,A,Louga,Health post,Private for profit,Urban,No,2520144,Health Center/post,Private/NGO,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,Yes,Yes,.545454545454545,1,7,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No, ,Yes,Yes,Yes,Yes,12,10,5,9998,9998
60253,A,Louga,Health post,Government/public,Urban,No,1036511,Health Center/post,Public,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No, ,No,Yes,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,Yes,Yes,Yes,3,11,0,0,0
60254,A,Louga,Health post,Government/public,Urban,No,1036511,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,Yes,Yes,No,9,46,0, , 
60255,A,Louga,Health post,Government/public,Urban,Yes,1036511,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,Yes,Yes,No,Yes,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No,4,50,0, , 
60256,A,Louga,Health post,Government/public,Urban,No,1036511,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,Yes,Yes,Yes,Yes,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,18,0, , 
60257,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,No,.363636363636364,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,No, ,No,2,11,0, , 
60258,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.545454545454545,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No, ,No,2,12,0, , 
60259,A,Matam,Health post,Government/public,Urban,No,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60260,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , ,Yes,No,Yes,No,No,Yes,No,Yes,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3,17,0, , 
60261,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,18,0, , 
60262,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,No,No,Yes,No,Yes,No, ,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , , , ,Yes,No,No,Yes,Yes,Yes,.454545454545455,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No, ,No,6,29,0, , 
60263,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.545454545454545,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,18,0, , 
60264,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,5,15,0, , 
60265,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes, ,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No,4,28,0, , 
60266,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No, ,Yes,No, ,No,6,16,0, , 
60267,A,Matam,Health post,Government/public,Urban,No,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60268,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,4,0, , 
60269,A,Matam,Health post,Government/public,Urban,No,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60270,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,No,Yes,.545454545454545,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, ,21,0, , 
60271,A,Matam,Health post,Government/public,Urban,No,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60272,A,Matam,Health post,Government/public,Urban,No,1029736,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,21,0, , 
60273,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,5,35,0, , 
60274,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,Yes,Yes,Yes,Yes,.545454545454545,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,22,0, , 
60275,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No, ,Yes,No,No,No,No,Yes,Yes,Yes,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,6,46,0, , 
60276,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,14,0, , 
60277,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.272727272727273,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,No, ,No,2,17,0, , 
60278,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,No, ,No,4,9,0, , 
60279,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.636363636363636,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,Yes,Yes,No,3,16,0, , 
60280,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,2,6,0, , 
60281,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,5,27,0, , 
60282,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No,4,6,0, , 
60283,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes, , ,Yes,No,No,No,No,Yes,No,Yes,.272727272727273,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,No, ,No,4,6,0, , 
60284,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,No,Yes,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No,2,9,0, , 
60285,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,No,.454545454545455,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,261,17,0, , 
60286,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.545454545454545,1,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,15,0, , 
60287,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,6,31,0, , 
60288,A,Saint Louis,Health post,Government/public,Urban,No,861727,Health Center/post,Public,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.454545454545455,0,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,No, ,No,4,66,0, , 
